Enter SFTP password: 
2026/03/13 11:16:03 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230121_142000.WAV: Copied (new)
2026/03/13 11:21:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_080000.WAV: Copied (new)
2026/03/13 11:21:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_074000.WAV: Copied (new)
2026/03/13 11:21:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_082000.WAV: Copied (new)
2026/03/13 11:21:01 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_084000.WAV: Copied (new)
2026/03/13 11:21:01 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_090000.WAV: Copied (new)
2026/03/13 11:21:01 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_092000.WAV: Copied (new)
2026/03/13 11:21:01 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_094000.WAV: Copied (new)
2026/03/13 11:21:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_100000.WAV: Copied (new)
2026/03/13 11:21:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_102000.WAV: Copied (new)
2026/03/13 11:21:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_104000.WAV: Copied (new)
2026/03/13 11:21:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_110000.WAV: Copied (new)
2026/03/13 11:21:13 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_112000.WAV: Copied (new)
2026/03/13 11:21:13 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_114000.WAV: Copied (new)
2026/03/13 11:21:13 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_120000.WAV: Copied (new)
2026/03/13 11:21:13 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_122000.WAV: Copied (new)
2026/03/13 11:21:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_124000.WAV: Copied (new)
2026/03/13 11:21:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_130000.WAV: Copied (new)
2026/03/13 11:21:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_132000.WAV: Copied (new)
2026/03/13 11:21:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_134000.WAV: Copied (new)
2026/03/13 11:21:25 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_140000.WAV: Copied (new)
2026/03/13 11:21:25 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_142000.WAV: Copied (new)
2026/03/13 11:21:25 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_144000.WAV: Copied (new)
2026/03/13 11:21:25 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_150000.WAV: Copied (new)
2026/03/13 11:21:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_152000.WAV: Copied (new)
2026/03/13 11:21:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_154000.WAV: Copied (new)
2026/03/13 11:21:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_160000.WAV: Copied (new)
2026/03/13 11:21:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_162000.WAV: Copied (new)
2026/03/13 11:21:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_164000.WAV: Copied (new)
2026/03/13 11:21:37 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_170000.WAV: Copied (new)
2026/03/13 11:21:37 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_172000.WAV: Copied (new)
2026/03/13 11:21:37 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_174000.WAV: Copied (new)
2026/03/13 11:21:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_180000.WAV: Copied (new)
2026/03/13 11:21:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_182000.WAV: Copied (new)
2026/03/13 11:21:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_184000.WAV: Copied (new)
2026/03/13 11:21:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_190000.WAV: Copied (new)
2026/03/13 11:21:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_192000.WAV: Copied (new)
2026/03/13 11:21:49 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_194000.WAV: Copied (new)
2026/03/13 11:21:49 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_200000.WAV: Copied (new)
2026/03/13 11:21:49 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_202000.WAV: Copied (new)
2026/03/13 11:22:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_204000.WAV: Copied (new)
2026/03/13 11:22:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_210000.WAV: Copied (new)
2026/03/13 11:22:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_212000.WAV: Copied (new)
2026/03/13 11:22:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_214000.WAV: Copied (new)
2026/03/13 11:22:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_220000.WAV: Copied (new)
2026/03/13 11:22:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_222000.WAV: Copied (new)
2026/03/13 11:22:01 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_224000.WAV: Copied (new)
2026/03/13 11:22:01 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_230000.WAV: Copied (new)
2026/03/13 11:22:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_232000.WAV: Copied (new)
2026/03/13 11:22:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230124_234000.WAV: Copied (new)
2026/03/13 11:22:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_000000.WAV: Copied (new)
2026/03/13 11:22:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_002000.WAV: Copied (new)
2026/03/13 11:22:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_004000.WAV: Copied (new)
2026/03/13 11:22:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_010000.WAV: Copied (new)
2026/03/13 11:22:13 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_012000.WAV: Copied (new)
2026/03/13 11:22:13 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_014000.WAV: Copied (new)
2026/03/13 11:22:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_020000.WAV: Copied (new)
2026/03/13 11:22:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_024000.WAV: Copied (new)
2026/03/13 11:22:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_022000.WAV: Copied (new)
2026/03/13 11:22:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_030000.WAV: Copied (new)
2026/03/13 11:22:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_032000.WAV: Copied (new)
2026/03/13 11:22:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_034000.WAV: Copied (new)
2026/03/13 11:22:25 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_040000.WAV: Copied (new)
2026/03/13 11:22:25 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_042000.WAV: Copied (new)
2026/03/13 11:22:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_044000.WAV: Copied (new)
2026/03/13 11:22:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_050000.WAV: Copied (new)
2026/03/13 11:22:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_052000.WAV: Copied (new)
2026/03/13 11:22:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_054000.WAV: Copied (new)
2026/03/13 11:22:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_060000.WAV: Copied (new)
2026/03/13 11:22:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_062000.WAV: Copied (new)
2026/03/13 11:22:37 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_064000.WAV: Copied (new)
2026/03/13 11:22:37 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_070000.WAV: Copied (new)
2026/03/13 11:22:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_072000.WAV: Copied (new)
2026/03/13 11:22:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_074000.WAV: Copied (new)
2026/03/13 11:22:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_080000.WAV: Copied (new)
2026/03/13 11:22:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_082000.WAV: Copied (new)
2026/03/13 11:22:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_084000.WAV: Copied (new)
2026/03/13 11:22:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_090000.WAV: Copied (new)
2026/03/13 11:22:49 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_092000.WAV: Copied (new)
2026/03/13 11:22:49 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_094000.WAV: Copied (new)
2026/03/13 11:22:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_100000.WAV: Copied (new)
2026/03/13 11:22:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_102000.WAV: Copied (new)
2026/03/13 11:23:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_104000.WAV: Copied (new)
2026/03/13 11:23:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_110000.WAV: Copied (new)
2026/03/13 11:23:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_112000.WAV: Copied (new)
2026/03/13 11:23:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_114000.WAV: Copied (new)
2026/03/13 11:23:01 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_120000.WAV: Copied (new)
2026/03/13 11:23:01 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_122000.WAV: Copied (new)
2026/03/13 11:23:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_124000.WAV: Copied (new)
2026/03/13 11:23:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_130000.WAV: Copied (new)
2026/03/13 11:23:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_132000.WAV: Copied (new)
2026/03/13 11:23:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_134000.WAV: Copied (new)
2026/03/13 11:23:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_140000.WAV: Copied (new)
2026/03/13 11:23:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_142000.WAV: Copied (new)
2026/03/13 11:23:13 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_144000.WAV: Copied (new)
2026/03/13 11:23:13 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_150000.WAV: Copied (new)
2026/03/13 11:23:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_152000.WAV: Copied (new)
2026/03/13 11:23:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_154000.WAV: Copied (new)
2026/03/13 11:23:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_160000.WAV: Copied (new)
2026/03/13 11:23:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_162000.WAV: Copied (new)
2026/03/13 11:23:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_164000.WAV: Copied (new)
2026/03/13 11:23:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_170000.WAV: Copied (new)
2026/03/13 11:23:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_172000.WAV: Copied (new)
2026/03/13 11:23:25 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_174000.WAV: Copied (new)
2026/03/13 11:23:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_182000.WAV: Copied (new)
2026/03/13 11:23:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_180000.WAV: Copied (new)
2026/03/13 11:23:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_184000.WAV: Copied (new)
2026/03/13 11:23:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_190000.WAV: Copied (new)
2026/03/13 11:23:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_192000.WAV: Copied (new)
2026/03/13 11:23:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_194000.WAV: Copied (new)
2026/03/13 11:23:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_200000.WAV: Copied (new)
2026/03/13 11:23:37 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_202000.WAV: Copied (new)
2026/03/13 11:23:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_204000.WAV: Copied (new)
2026/03/13 11:23:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_210000.WAV: Copied (new)
2026/03/13 11:23:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_212000.WAV: Copied (new)
2026/03/13 11:23:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_214000.WAV: Copied (new)
2026/03/13 11:23:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_220000.WAV: Copied (new)
2026/03/13 11:23:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_222000.WAV: Copied (new)
2026/03/13 11:23:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_224000.WAV: Copied (new)
2026/03/13 11:23:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_230000.WAV: Copied (new)
2026/03/13 11:23:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_234000.WAV: Copied (new)
2026/03/13 11:23:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230125_232000.WAV: Copied (new)
2026/03/13 11:23:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_000000.WAV: Copied (new)
2026/03/13 11:24:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_002000.WAV: Copied (new)
2026/03/13 11:24:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_004000.WAV: Copied (new)
2026/03/13 11:24:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_010000.WAV: Copied (new)
2026/03/13 11:24:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_012000.WAV: Copied (new)
2026/03/13 11:24:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_014000.WAV: Copied (new)
2026/03/13 11:24:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_020000.WAV: Copied (new)
2026/03/13 11:24:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_022000.WAV: Copied (new)
2026/03/13 11:24:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_024000.WAV: Copied (new)
2026/03/13 11:24:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_030000.WAV: Copied (new)
2026/03/13 11:24:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_032000.WAV: Copied (new)
2026/03/13 11:24:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_034000.WAV: Copied (new)
2026/03/13 11:24:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_040000.WAV: Copied (new)
2026/03/13 11:24:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_042000.WAV: Copied (new)
2026/03/13 11:24:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_044000.WAV: Copied (new)
2026/03/13 11:24:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_052000.WAV: Copied (new)
2026/03/13 11:24:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_050000.WAV: Copied (new)
2026/03/13 11:24:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_054000.WAV: Copied (new)
2026/03/13 11:24:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_060000.WAV: Copied (new)
2026/03/13 11:24:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_062000.WAV: Copied (new)
2026/03/13 11:24:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_064000.WAV: Copied (new)
2026/03/13 11:24:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_070000.WAV: Copied (new)
2026/03/13 11:24:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_072000.WAV: Copied (new)
2026/03/13 11:24:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_080000.WAV: Copied (new)
2026/03/13 11:24:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_074000.WAV: Copied (new)
2026/03/13 11:24:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_082000.WAV: Copied (new)
2026/03/13 11:24:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_084000.WAV: Copied (new)
2026/03/13 11:24:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_090000.WAV: Copied (new)
2026/03/13 11:24:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_092000.WAV: Copied (new)
2026/03/13 11:24:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_094000.WAV: Copied (new)
2026/03/13 11:24:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_102000.WAV: Copied (new)
2026/03/13 11:24:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_100000.WAV: Copied (new)
2026/03/13 11:24:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_104000.WAV: Copied (new)
2026/03/13 11:24:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_110000.WAV: Copied (new)
2026/03/13 11:24:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_112000.WAV: Copied (new)
2026/03/13 11:24:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_114000.WAV: Copied (new)
2026/03/13 11:24:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_120000.WAV: Copied (new)
2026/03/13 11:24:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_122000.WAV: Copied (new)
2026/03/13 11:24:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_124000.WAV: Copied (new)
2026/03/13 11:24:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_132000.WAV: Copied (new)
2026/03/13 11:24:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_130000.WAV: Copied (new)
2026/03/13 11:24:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_134000.WAV: Copied (new)
2026/03/13 11:25:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_140000.WAV: Copied (new)
2026/03/13 11:25:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_142000.WAV: Copied (new)
2026/03/13 11:25:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_144000.WAV: Copied (new)
2026/03/13 11:25:00 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_150000.WAV: Copied (new)
2026/03/13 11:25:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_154000.WAV: Copied (new)
2026/03/13 11:25:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_152000.WAV: Copied (new)
2026/03/13 11:25:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_160000.WAV: Copied (new)
2026/03/13 11:25:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_162000.WAV: Copied (new)
2026/03/13 11:25:11 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_164000.WAV: Copied (new)
2026/03/13 11:25:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_170000.WAV: Copied (new)
2026/03/13 11:25:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_172000.WAV: Copied (new)
2026/03/13 11:25:12 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_174000.WAV: Copied (new)
2026/03/13 11:25:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_180000.WAV: Copied (new)
2026/03/13 11:25:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_182000.WAV: Copied (new)
2026/03/13 11:25:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_184000.WAV: Copied (new)
2026/03/13 11:25:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_190000.WAV: Copied (new)
2026/03/13 11:25:23 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_192000.WAV: Copied (new)
2026/03/13 11:25:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_194000.WAV: Copied (new)
2026/03/13 11:25:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_200000.WAV: Copied (new)
2026/03/13 11:25:24 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_202000.WAV: Copied (new)
2026/03/13 11:25:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_204000.WAV: Copied (new)
2026/03/13 11:25:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_210000.WAV: Copied (new)
2026/03/13 11:25:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_212000.WAV: Copied (new)
2026/03/13 11:25:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_214000.WAV: Copied (new)
2026/03/13 11:25:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_220000.WAV: Copied (new)
2026/03/13 11:25:35 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_222000.WAV: Copied (new)
2026/03/13 11:25:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_224000.WAV: Copied (new)
2026/03/13 11:25:36 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_230000.WAV: Copied (new)
2026/03/13 11:25:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_234000.WAV: Copied (new)
2026/03/13 11:25:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230126_232000.WAV: Copied (new)
2026/03/13 11:25:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230127_000000.WAV: Copied (new)
2026/03/13 11:25:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230127_002000.WAV: Copied (new)
2026/03/13 11:25:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230127_004000.WAV: Copied (new)
2026/03/13 11:25:47 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230127_010000.WAV: Copied (new)
2026/03/13 11:25:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230127_012000.WAV: Copied (new)
2026/03/13 11:25:48 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230127_014000.WAV: Copied (new)
2026/03/13 11:25:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230127_020000.WAV: Copied (new)
2026/03/13 11:25:59 INFO  : Analalava/NLP_A/NLP_A-NLP01/NLP_A-NLP01_20230127_022000.WAV: Copied (new)
